sentiment	message
2	Buy my new album comming out called \fuck you procrastination 3\ ft. Drake trey songz NWC MEEK Rick Ross. Drops in WSHH november 19 cop it!!
0	@MegaCeltsfan true!..dude hasn t gotten it in his 4th season and still plays the same, can t be like Alex Smith who just got it together lol
1	@alwaysfetish it sounds similar to you but to them its like Rebecca black singing  Friday ...lol..
0	I wanna see @lalahhathaway Friday with al green so bad. Missing my Pinkroom family!! 
1	\Man with the Iron Fists\ comes out tomorrow and that Indiana movie theater gotta get right and get that movie dawg!
2	Tina Fey and Amy Poehler will host the 70th Golden Globe Awards in January and, for once, I may care about an awards show!
2	Got so excited because today is thursday and Grey s Anatomy was coming on. But then @Tee_Jay_Gee reminded me that it s not. crushed
1	Liverpool return to League action on Sunday with an Anfield clash against Newcastle.... http://t.co/kFypvx2F
1	Watching Laugh At My Pain with @kevinhart4real on this cool Saturday night http://t.co/B39lNODk
0	Boston Rob may have won Survivor AND The Bachelor, but definitely not the FINCHELOR. RHAP FAN
1	Senate Be Barack Obama for Halloween: In March, after Romney beat Rick Santorum in the Ohio Republica... http://t.co/k0CdmmKc Politics
1	Tina Fey and Amy Poehler are going to host the Golden Globes on Jan 13.  *hyperventilates*
0	It s Tuesday. 8pm. I turn to ABC Family and it makes me sad to see there s no Pretty Little Liars countingdown jan8 PLLfanproblems
2	Have the privilege to ride DOD sponsored float in January 1 Rose Parade in Pasadena, California!
2	I liked a @YouTube video http://t.co/1hzJc8Yo Chris Jericho s 1st appearance after the Royal Rumble 2002 PPV (1/2)
0	Spotify is all \Matt and Kim station eh? May we suggest David Guetta?\  No, you may not.
1	WVU s QSU meetings will be at their regular time again starting tonight. Meet us at the Mountainlair Laurel Room at 8:00pm every Thursday.
1	I cant hire the Honey Badger to mow my lawn now...but sounds like he may be better suited to be a weed eater.
1	@RockfordMules I want you to cover \Let s Stay Together\ by Al Green on Saturday, just because city pages warranted it.
1	A final sign that you re growing is that you find time to watch 30 Rock on Netflix on Friday at 2pm. toofar? http://t.co/FoGpTkbV
2	@iansomerhalder Just wanted to let you know that TVD was AMAZING tonight!!! Only the 4th episode and it was so intense! Loved it! :)
1	@Leviman_18 ayeee wear the Jordan s and a black vneck tomorrow, let s be twins.
0	I remember when I had twitter jail on a football Sunday during the Cowboys game. The game wasn t even halfway done HatedIt
1	feedmemore \@WRESTLEZONEcom: Chris Jericho explains why he thinks Ryback should beat CM Punk on Sunday: http://t.co/snzePrvu\
2	JustinDoAFollowSpree c mon, u want to Kidrauhl follow u r amazing account? So let s trend!^^
2	Absolutely amazing day! November 11 is the HUGE revealing party for NLC. I absolutely can not wait ~ Pastor C
0	\@bomani_jones: monday s \bomani & jones\ is on jordan jefferson...and yeah, it ll be a doozy, too.\ They give us weed smokers a bad name
2	It s good some ABC and CBS outlets are reporting Benghazi - but part of reason is probably so they can claim \but we reported it!\ @ 11th hr
0	Honey Badger and Jordan Jefferson both got arrested for pot possession for the 3rd time. He s out for good fuckkkk herbaddiction
2	3rd in 2 games!!! Emile Heskey bags the opener for Newcastle Jets. He Scores when he wants ! :P  x) http://t.co/FJo5ZN6G
1	A model walks during the 18th annual Salon du Chocolat show in Paris, wearing a dress made entirely out of... http://t.co/h5e4fqXY
1	Gary Ablett with 110 dreamteam points at half time... looks like he may have a big game..
2	@ThaNorseGod Tim Tebow has already had more success than over 95% of QBs who have ever been in the NFL and this is his 3rd season. \killed\?
1	@aliwoodward did you play for Exeter 1st team against Swansea yesterday?
0	This is the worst year possible to be obsessed with someone and want to be at every single one of their concerts, I have GCSE s and SAT s!:(
1	@veAguilar_ Eduardo you want to go to MLK tommorrow or thursday
0	@shalisemyoung oh didn t I see where Tom Brady is the 9th most overrated NFL player. Yes this explains it.  nflplayersarehaterstoo
1	@xLanaInspiritx @yoon_dae_rae @sven0408 or something that ends in a 3 lmfao time to dream about JR! i m gonna run in the street tomorrow
2	\If I knew that tomorrow the world ends, I still today, plant a tree.\  Martin Luther King
1	Just got email about @WallStSouth press conference at 11am on Wednesday at the MLK Jr statue at Marshall Park. CLT dnc2012 DNC
2	I love competing in the Miss America s Outstanding Teen program.. Can t wait until tomorrow! pageantday
1	Klas-Jan Huntelaar,Demba Ba,Fernando Torress and Fernando Llorente who do you want Liverpool to sign in  January?
0	@LSUFreek C mon man! Honey badger just don t give a shit!
1	@Twel5 I know! We went to dinner and Brett made sure he got his Thursday Hammersticks chicken fingers though!
2	Tomorrow is PitBull Awareness Day! Help us change the perception so many people have about this wonderful breed. http://t.co/MgeUbZH6
2	@OpBBQRelief is heading to Tom s River NJ and Manhatten, please consider donating to the cause. They feed 1st responders and communities.
1	ive got 1st unit: BK RoStu Maggette CV31 GMonroe & 2nd unit: Bynum Daye Tay Jerebko Drummond i hope JR watchez the Pistons stickz w/ em sum.
1	@davidubben The only reason WVU doesn t lead this stat is because WVU skips giving up 1st downs and just lets them score...
0	\@JazzzyyJ: this is the first Thursday in a long time where i didn t get to see @lokaay :( HowSad\ Skype counts (:
0	got Being Human series 4 today. May just watch that tomorrow if this shitey weather continues :)
1	Let the debate begin: Eli or Big Ben - When the Steelers play the Giants on Sunday, there will be something swirling... http://t.co/wxs2iOn7
2	Betting on the Honey Badger: Will Tyrann Mathieu Make it to the NFL?: This Aug. 2, 2012 file photo shows LSU cor... http://t.co/DG6LMPOa
0	I havent went to Philly in a while :( my mom going tomorrow but she coming back the day after. & that s bullshit.
1	**(DM)** ME THE 1ST  THING THAT COMES TO UR HEAD! WHEN U HEAR SOME1 SAY: One Direction, Harry,Louis,Zayn,Niall or Liam the boys
0	\Big Brother may be watching you right now, and you may never know. Surveillance is the new normal\ http://t.co/ZKKyVxOf
2	Morning Twitterites! Goal: By 5pm Friday, want to see MSM report on Benghazi, and Obama below 42% in polls. HAMMER IT HOME, PATRIOTS!
1	Giants  Scutaro leaves game with hip injury: San Francisco Giants second baseman Marco Scutaro left Monday s NLC... http://t.co/lTU4FsFu
1	@francesca90 What time are you going to be back in the  hood  on Thurs? And also did you purchase Justified?
1	Its monday! That means...back to work, movie premiers, Hustle and Flow Mondays, DJ Table with Afrojack tonight at... http://t.co/igt8w4BT
2	yay omg we are off school on April 1st we break up for the hols so if Janet stays over in Liverpool i could try and meet her the next day or
2	@1stAvengerACM love Al Green. Saw him in concert in July...he s still got it
2	December 4th 2011 Curitiba, Brazil - The first and last time I saw Suicide Silence with Mitch. I m glad I ha http://t.co/xjx0DtNI
0	In May OKC is still gonna b the primary threat to lose to the Lakers
0	@Btch_PayME @i_fly1stclass he said if Chris bosh had to burp that shit wouldn t come out til tomorrow long neck mothafucka lmfaoooo go head!
2	Napoleon Dynamite in the morning good way to start of my Sunday lol
0	@ToddAkin What makes me almost as angry as legitimaterape is that I may vote for @clairecmc, even though she supported PIPA. Lesser evil...
2	@foodstyleaholic I really enjoyed the chicken liver parfait and the featured peperonata risotto (hope they re still serving it tomorrow)!
1	Miss America visits Wichita Wednesday: The current Miss America was in Wichita Wednesday to talk about her passi... http://t.co/uTy3JBMc
1	F2S Saints Trip Moved - Everton s January trip to Southampton has been resheduled after it was selected for live te... http://t.co/lHWN7AMb
2	TOUCHDOWN 3!! 21-0 at the beginning of the 2nd quarter is kinda ridiculous. Haha. Oh well, ROLL TIDE!!
0	@_Crystall07 lol well my parents said no tomorrow and Sunday she said u could come to mi casa but if no then on the day u said el oh el
1	NUFC s last league win at Anfield was actually my first visit there, in 94.An emotional day with the 5th Anv. of H boro LFC
1	@OhHillYea can we just skip our 3rd blocks tomorrow and go to sc and play please?!
1	@espn SportsHalloweenCostume What about Tony Romo on sunday s game against the Giants?!
2	@justinbieber please Justin follow me ? Hope everyday ! Je t aime ! Can wait to see u in Paris for the 1st time ! Je t aime <3
2	I m right where I wanted to be on this Thursday night: grey goose has me feeling good, baby making dinner and Al Green in the background.
1	Heather to the rescue! Just agreed to do 4Sight at Oldham tomorrow :-) 4networking oldham
1	@hamiltontim88 NLC inservice days on the Monday and Tuesday Chris...another 2 days where teachers aren t even doing a half days work :-))
1	Is that live or the 2nd half of the orange bowl? daboswinneyproblems MT @davidpollack47: a late arriving crowd.   http://t.co/MIPUMtMZ
1	Remind me to watch 30 Rock online on Friday... Ryan Lochte is going to be on it ;)
0	WTF. So now we have to wait til friggin  JANUARY for the next episode of Pretty Little Liars. What is this?!
1	Got to show my rubbishy physics presentation tomorrow :/  The only good bit is Daniel Radcliffe singing the elements song ;)
1	If A&M goes 9-3 and Texas goes 9-3, they actually might meet up in the cotton bowl in January
1	Going to the Wizards me tomorrow!!!!!! Sice!!!!!
0	Fuuuuck... Up by 11 / gotta sweat Vernon Davis in the Monday night game. I ll vomit from @casey22rolltide talking up his shit team if I lose
1	I m delighted that Tina Fey and Amy Poehler are hosting the Golden Globes. How am I supposed to wait until January 13? wantthistohappennow
1	@hoopcoachkp Yes and by big points. Similar to the cotton bowl last Saturday.
1	I don t have a jersey to wear tomorrow so I think I m a just wear a Mavs shirt. Lol
1	SEC on @SDS - Is the SEC behind Alabama this Saturday night? http://t.co/QPN7LKEe
1	March the entire Rose Parade in wooden shoes? The MOC-Floyd Valley \Pride of the Dutchmen\ High School (Orange... http://t.co/y8L46GVr
2	Lana Del Rey is playing in May ahhhh have to go, bless you @soph_mchale for revealing this information x
1	2nd night going to sleep with this girl on skype lol @xJNasty <3 http://t.co/Ic2AJf5G
2	*A hot cup of coffee on a cold morning & some nice country music to go gets me everytime :)! WeAreND (8-0), 3rd in the BCS!
2	Meet us at 9755 Chalmers tomorrow evening 5:30-7pm- A Righteous Girl Meeting take sum time out your day to have sum christian girl talk...
2	Everytime the steelers are playing on sunday night football the first thing i get fired up for is ike taylor introducing himself
1	It s the first week of CBB season, marquette madness Friday night.  fanupmu
0	I could have been asleep by eleven. Except I found m iPod.... I m going to be so tired tomorrow.
0	Why is everyone saying they arent pleased with TVD tonight? What happened???? Unfortunately it isnt on until Tuesday in the UK:(
0	TV Ratings: CBS and FOX split a low-rated Wednesday: On a night impacted by both Halloween and the after-effects... http://t.co/OTzZ5FFL
0	Bears suffer a 2-1 loss at SDSU tonight http://t.co/gVjbkrAk next up - No. 4/5 UCLA on Sunday in Los Angeles GoBears
2	Jubiliant Girl won the 5th, trainer John Sadler s 1,997th TB win in N. America. He also has 2 TB wins vs. QH and 1 win in Dubai. santaanita
1	Former \Saturday Night Live cohorts Tina Fey, Amy Poehler are teaming up to host the Golden Globe Awards.
2	@BenjaminA70 I ll probably watch a few episodes of the Ricky Gervais show tomorrow and in my free periods, on mah laptop. Yay! :D
1	going home with kayla tomorrow to a typical wisconsin small town. what should a city girl like me experience?
1	\Even if I knew that tomorrow the world go to pieces, I would still plant my apple tree.\ -- Martin Luther King
1	The good news: Parks opening Sat. a.m., the bad news: the destruction http://t.co/qTVXjOa4
2	@TCUSchloss Coach, you may want to explore Zumba for your players. Great workout to work on movement and fluidity of movement.
2	After 6 seasons, Gossip Girl s ready to say goodbye on December 17th with 2 hour special \New York, I Love You XOXOX\
0	@SpicyMamacita69 I hate those movies and Devil Inside, and I think it s called 4th kind. All those documentary type.
